



Nombre;Sector;Palabras clave:;Fecha de incorporación al catálogo:;Fecha de actualización:;Fecha de obtención de datos desde:;Fecha de obtención de datos hasta:;Frecuencia de actualización:;Responsable del conjunto de datos:;Editor:;Licencia:;Lugar:;Formatos;Descargas;URL
Calidad del aire. Episodios de alta contaminación atmosférica por ozono;medio-ambiente;Contaminación, aire, protocolo, episodio, ozono, salud, calidad;22/11/2019;16/06/2023;;;tiemporeal;Dirección General de Sostenibilidad y Control Ambiental;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,;1444;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=af9140c2df29e610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Gastos protocolarios y de viajes (Corporación 2019-2023);sector-publico;gastos,protocolarios,viajes;15/11/2019;15/11/2023;01/07/2019;30/06/2023;trimestral;Secretarías Generales Técnicas de las Áreas de Gobierno, Coordinaciones de los Distritos, y Gerencias de los Organismos Autónomos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;9329;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7afa3a37efe6e610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Mobiliario urbano. Juegos en áreas actividades deportivas;urbanismo-infraestructuras;mobiliario, juegos,deportivos;18/10/2019;08/06/2024;;30/09/2023;diaria;Dirección General de Servicios de Limpieza y Residuos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,zip,xls,xml,;5252;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=4190ebe934edd610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Mobiliario urbano. Juegos en áreas actividades de mayores;urbanismo-infraestructuras;mobiliario, juegos,mayores;18/10/2019;08/06/2024;;30/09/2023;diaria;Dirección General de Servicios de Limpieza y Residuos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,xls,shp,xml,;5805;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=fa3cebe934edd610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Mupis y columnas informativas;medio-ambiente;Panel informativo, panel publicitario, publicidad, mupi, pantalla, soporte, soporte publicitario, columna, columna informativa, columna publicitaria.;08/10/2019;29/05/2024;;31/05/2024;mensual;Dirección General del Espacio Público, Obras e Infraestructuras;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,geo,;2223;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=716841b122bad610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Demandas de servicio en Atención Social Primaria de Centros de Servicios Sociales;sociedad-bienestar;personas, atendidas, servicios, sociales;28/10/2019;18/04/2024;01/01/2019;31/03/2024;trimestral;Dirección General de Servicios Sociales y Atención a la Discapacidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;8177;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=40ab4e8b0327d610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Entrevistas realizadas en Atención Social Primaria de Centros de Servicios Sociales;sociedad-bienestar;personas, atendidas, servicios, sociales;28/10/2019;18/04/2024;01/01/2019;31/03/2024;trimestral;Dirección General de Servicios Sociales y Atención a la Discapacidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;7870;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=656b4e8b0327d610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Atenciones en Atención Social Primaria de Centros de Servicios Sociales;sociedad-bienestar;personas, atendidas, servicios, sociales;28/10/2019;23/05/2024;01/01/2019;31/03/2024;trimestral;Dirección General de Servicios Sociales y Atención a la Discapacidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;11917;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=a35b4e8b0327d610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Mupis contenedores de pilas;medio-ambiente;mupi, mupis cubos, contenedor pila, basura;13/09/2019;29/05/2024;;31/05/2024;mensual;Dirección General del Espacio Público, Obras e Infraestructuras;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1892;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=32f3553c74a1d610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Madrid Salud. Inspecciones en establecimientos con incidencia en la salud pública;salud;inspecciones,salud,publica;20/08/2019;08/05/2024;01/01/2017;31/03/2024;trimestral;Organismo Autónomo Madrid Salud;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;6816;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=5dac20a1f7eac610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Sanciones firmes y medidas de restablecimiento de la legalidad en relación con obras en vía pública;urbanismo-infraestructuras;Sanciones, restablecimiento, obras, vía pública;13/08/2019;08/05/2024;;;mensual;Dirección General de Conservación de Vías Públicas;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;7470;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=49a4407f3d98c610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Relación de los edificios declarados en ruina legal y física;urbanismo-infraestructuras;enajenaciones,patrimonio,municipal,suelo;12/08/2019;05/06/2024;;31/03/2024;trimestral;Dirección General de la Edificación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;2742;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=1778482be358c610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Ordenes de ejecución para el cumplimiento del deber de conservación y rehabilitación exigidas a los propietarios;urbanismo-infraestructuras;enajenaciones,patrimonio,municipal,suelo;09/08/2019;04/06/2024;;31/03/2024;trimestral;Dirección General de la Edificación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;2261;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=e9ab10e79638c610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Relación de autorizaciones administrativas que permitan la ocupación de vías y espacios de dominio público municipal, promovidas por otras Administraciones Públicas;urbanismo-infraestructuras;enajenaciones,patrimonio,municipal,suelo;02/08/2019;04/06/2024;01/02/2017;30/09/2022;trimestral;Dirección General de conservación de vías públicas;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;3474;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=eb72e1ab6815c610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Relación de licencias de obras en vía pública;urbanismo-infraestructuras;enajenaciones,patrimonio,municipal,suelo;02/08/2019;04/06/2024;;;anual;Dirección General de Conservación de Vías Públicas;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;2556;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=19e0e1ab6815c610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estructuras singulares en vías y espacios públicos;urbanismo-infraestructuras;enajenaciones,patrimonio,municipal,suelo;02/08/2019;04/06/2024;;;mensual;Dirección General del Espacio Público, Obras e Infraestructuras;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;900;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=e2ab2bcbb034c610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Inspecciones urbanísticas;urbanismo-infraestructuras;enajenaciones,patrimonio,municipal,suelo;02/08/2019;04/06/2024;;;trimestral;Dirección General de la Edificación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;3291;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=f33c32c4c624c610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Inspecciones de prevención de incendios;seguridad;inspecciones,prevención,incendios;02/08/2019;02/04/2024;01/01/2017;31/03/2024;trimestral;Dirección General de Bomberos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;7486;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=e665b78ca7d3c610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Sondeo de opinión ciudadana sobre la percepción de seguridad en el distrito de Villaverde;seguridad;sondeo,seguridad,villaverde;26/07/2019;26/07/2019;;;sindefinir;Dirección General de Transparencia y Calidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1491;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=616bcf71d6d2c610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Encuesta Marca Madrid;sector-publico;marca,madrid;26/07/2019;22/05/2024;;;informacionhistorica;Dirección General de Relaciones Institucionales y Proyectos Estratégicos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1337;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=bc0032adefc2c610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Sondeo Madrid Central (serie);transporte;tráfico, medio ambiente, sondeos opinión;19/07/2019;25/07/2019;;;sindefinir;Dirección General de Transparencia y Calidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;2780;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=6eb7d79c2b90c610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Contratos de arrendamiento;sector-publico;contratos arrendamiento , alquileres;17/07/2019;25/07/2019;;;trimestral;Dirección General de Gestión del Patrimonio;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;998;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=dc651a3be9ffb610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Mercamadrid: empresas y ubicación;comercio;Comercio Mayorista, Mercamadrid, Mercados Centrales;08/07/2019;06/05/2024;01/01/2019;31/03/2024;trimestral;Mercamadrid S.A.;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,txt,;5161;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=3ab28ebbc762b610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Mercamadrid: volumen y precio de productos comercializados;comercio;Comercio Mayorista, Mercamadrid, Mercados Centrales;08/07/2019;11/04/2024;01/01/2019;31/03/2024;trimestral;Mercamadrid S.A.;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,txt,;6969;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=a4df993ae322b610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Personas atendidas en Atención Social Primaria de Centros de Servicios Sociales;sociedad-bienestar;personas, atendidas, servicios, sociales;28/10/2019;18/04/2024;01/01/2018;31/03/2024;trimestral;Dirección General de Servicios Sociales y Atención a la Discapacidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;10733;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=8c936c7fe412b610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Ayudas sociales;sector-publico;ayudas,sociales;24/05/2019;17/05/2024;01/01/2014;30/06/2022;mensual;Dirección General de Presupuestos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,xls,api,xml,;21445;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=00937b777f8ea610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Subvenciones;sociedad-bienestar;subvenciones;24/05/2019;17/05/2024;01/01/2014;30/06/2022;mensual;Dirección General de Transparencia y Calidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,xls,api,xml,;15244;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=f6fed770a2ada610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Gastos del parque móvil municipal;sector-publico;flota, automóvil, automovilístico, Flota municipal de vehículos, Parque automovilístico municipal, gastos;12/06/2019;30/05/2024;01/01/2017;31/03/2024;trimestral;Dirección General de Contratación y Servicios;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1623;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=04fcf12fd55da610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Aparcamientos públicos municipales (Rotacionales). Histórico de ocupación;transporte;Vehículos, aparcar, porcentajes, estacionamiento;28/05/2019;09/05/2024;01/01/2019;08/05/2024;mensual;Dirección General de Planificación e Infraestructuras de Movilidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;4891;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=e123fd874a5ca610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Elecciones Municipales, Autonómicas y al Parlamento Europeo 26 de mayo de 2019: colegios, callejero y mesas;sector-publico;elecciones, ayuntamiento, madrid, madrid electoral, votos;21/05/2019;09/05/2024;;;sindefinir;Dirección General de Contratación y Servicios - Subdirección General de Estadística;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;1667;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=8441fd874a5ca610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Teleférico de Madrid. Número de usuarios;transporte;teleférico,usuarios;29/05/2019;09/05/2024;;;trimestral;Empresa Municipal de Transportes, S.A.;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;1057;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=e15e498d865ca610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Cajas nido;medio-ambiente;Inspecciones,ambientales, instalaciones, actividades;31/03/2020;21/06/2020;;;anual;Dirección General de Gestión del Agua y Zonas Verdes;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,kml,;4125;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=43dc9b9c1f0ba610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico. Velocidad media diaria anual por tramos;transporte;velocidad diaria trafico, TranspaTrafico , TranspaMovilidad;09/05/2019;18/02/2021;;31/12/2020;anual;Dirección General de Planificación e Infraestructuras de Movilidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,shp,kmz,;6776;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=a78c34a000c9a610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Pozos de alcantarillado: desratización y desinsectación;salud;paso de vehículos, vados, coches, cocheras, aparcamientos, parkings;30/04/2019;25/04/2019;;;anual;Organismo Autónomo Madrid Salud;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,zip,xls,pdf,;2210;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=654b112128f4a610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Encuesta de satisfacción de personas usuarias de los Centros de Atención a las Adicciones (CAD);salud;servicios públicos, sondeos encuestas, madrid-salud;24/04/2019;13/06/2023;;;sindefinir;Organismo Autónomo Madrid Salud;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,;1111;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=d098f36784f4a610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Equipamientos y Entidades de la ciudad de Madrid (que hay publicados en www.madrid.es);sector-publico;equipamientos, entidades, www.madrid.es;10/10/2022;13/06/2023;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,xml,;3569;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=b690d671b511a610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Plagas y vectores;salud;ratas, cucarachas, plagas, vectores;23/04/2019;21/11/2023;01/01/2018;31/12/2022;anual;Organismo Autónomo Madrid Salud;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,shp,;29470;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=f1c2cd86bd60a610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Relación de Puestos de Trabajo (RPT) del Ayuntamiento de Madrid y Organismos Autónomos 2019;sector-publico;rpt, puestos empleados trabajadores, puestos de trabajo;05/04/2019;31/01/2020;;;informacionhistorica;Dirección General de Costes y Gestión de Personal;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;2499;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=cc0f577d59ce9610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio de satisfacción de participantes en el Programa de Apoyo Socioeducativo y Prelaboral para Adolescentes (ASPA);sociedad-bienestar;adolescentes , jovenes , ASPA;29/09/2023;08/09/2023;;;sindefinir;Dirección General de Educación, Juventud y Voluntariado;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;359;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=470bc472632e9610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
